Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,Date,Time,Month,Weekday,Hour
2024-01-18 17:13:48,0,35.8055,-41.1532,299,1,22.4,64.2,0,54,303,1,1,88.1,125,0,2024-01-18,17:13:48,January,Thursday,17
2024-05-10 06:01:32,5,6.7867,-133.6343,356,1,18.9,71.7,0,25,368,1,1,66.1,228,0,2024-05-10,06:01:32,May,Friday,6
2024-10-26 05:59:54,3,6.184,36.1898,137,1,22.8,50.6,1,24,465,6,3,61.3,226,0,2024-10-26,05:59:54,October,Saturday,5
2024-04-21 16:13:53,8,-75.0605,-52.5256,231,1,24.3,57.8,0,56,368,7,3,87.2,203,0,2024-04-21,16:13:53,April,Sunday,16
2024-09-14 01:51:27,2,-77.891,-96.7804,336,1,19.7,66.7,0,54,163,7,0,71.4,122,0,2024-09-14,01:51:27,September,Saturday,1
2024-05-12 17:51:01,9,-47.154,6.9021,290,2,27.6,71.8,2,50,460,7,0,95.9,118,1,2024-05-12,17:51:01,May,Sunday,17
2024-09-03 09:06:58,0,76.1715,-0.0071,427,0,23.2,70.1,2,17,320,4,3,73.0,162,1,2024-09-03,09:06:58,September,Tuesday,9
2024-05-06 09:16:38,9,-85.8283,163.4575,439,1,26.4,71.3,0,41,491,7,1,67.4,273,0,2024-05-06,09:16:38,May,Monday,9
2024-01-09 08:52:44,7,6.009,-33.838,461,1,18.6,74.6,2,23,185,4,1,77.8,215,1,2024-01-09,08:52:44,January,Tuesday,8
2024-09-06 03:02:40,9,3.8184,139.4876,414,1,29.0,70.6,2,25,291,4,1,92.9,154,1,2024-09-06,03:02:40,September,Friday,3
2024-08-05 16:44:46,6,66.3417,-154.1243,498,0,23.8,55.9,1,16,381,7,2,67.2,131,1,2024-08-05,16:44:46,August,Monday,16
2024-08-16 10:45:59,4,-61.8623,113.6304,334,1,22.5,57.1,0,43,381,6,2,73.8,157,0,2024-08-16,10:45:59,August,Friday,10
2024-07-12 02:46:57,2,44.502,66.5819,144,0,23.0,70.3,2,54,152,1,0,84.3,242,1,2024-07-12,02:46:57,July,Friday,2
2024-01-24 08:44:24,3,-12.2885,38.4287,231,1,28.2,67.2,0,50,221,1,2,84.8,270,0,2024-01-24,08:44:24,January,Wednesday,8
2024-01-13 21:47:31,5,-40.8275,-46.7423,324,0,25.5,65.2,0,51,233,9,1,90.2,145,1,2024-01-13,21:47:31,January,Saturday,21
2024-04-16 08:03:32,6,-76.5757,-52.269,246,1,19.4,56.3,0,16,406,9,3,65.7,140,0,2024-04-16,08:03:32,April,Tuesday,8
2024-02-12 03:22:04,2,-79.279,69.568,283,0,27.7,52.4,2,16,280,8,1,96.0,297,1,2024-02-12,03:22:04,February,Monday,3
2024-05-08 03:54:27,1,84.3451,-106.877,453,0,21.8,66.4,0,48,305,2,0,68.9,212,1,2024-05-08,03:54:27,May,Wednesday,3
2024-12-07 12:50:56,1,-19.0721,161.7246,392,1,30.0,72.1,1,52,329,4,1,66.6,174,0,2024-12-07,12:50:56,December,Saturday,12
2024-11-26 00:36:15,6,-69.0311,-32.9575,343,2,25.2,72.6,0,21,400,9,3,87.7,300,0,2024-11-26,00:36:15,November,Tuesday,0
2024-05-07 08:15:24,4,87.7793,-108.9268,144,0,25.8,65.6,1,23,362,10,1,88.9,199,1,2024-05-07,08:15:24,May,Tuesday,8
2024-11-05 21:58:32,9,-48.3633,-36.2936,151,0,22.1,59.7,0,58,338,1,1,81.5,248,1,2024-11-05,21:58:32,November,Tuesday,21
2024-02-28 11:48:48,7,-36.4104,-4.335,389,2,27.2,59.8,2,20,129,8,1,80.8,164,1,2024-02-28,11:48:48,February,Wednesday,11
2024-04-16 23:04:14,2,-39.225,-156.4228,355,0,19.2,62.2,0,10,137,2,1,67.0,269,1,2024-04-16,23:04:14,April,Tuesday,23
2024-11-28 00:36:34,1,84.0407,-74.7098,493,0,20.7,70.9,0,52,478,1,1,62.5,103,1,2024-11-28,00:36:34,November,Thursday,0
2024-02-09 06:40:41,9,-68.5324,127.5394,181,1,22.9,70.3,1,49,441,7,2,94.7,168,0,2024-02-09,06:40:41,February,Friday,6
2024-05-14 13:25:22,6,-8.4586,44.4779,342,2,22.6,55.5,1,35,119,3,2,73.9,199,0,2024-05-14,13:25:22,May,Tuesday,13
2024-08-28 13:33:22,9,14.0092,-131.9758,376,0,20.5,55.5,0,34,315,9,2,70.7,297,1,2024-08-28,13:33:22,August,Wednesday,13
2024-02-21 02:51:08,4,3.6602,107.779,464,2,20.8,50.1,2,16,441,7,2,91.1,240,1,2024-02-21,02:51:08,February,Wednesday,2
2024-10-25 05:54:37,3,29.342,-68.5682,452,2,26.7,64.1,0,36,152,1,2,90.1,231,0,2024-10-25,05:54:37,October,Friday,5
2024-07-18 23:30:52,9,-20.6524,-102.5762,228,1,28.7,65.0,2,26,271,3,1,66.0,290,1,2024-07-18,23:30:52,July,Thursday,23
2024-02-28 23:27:53,1,-88.696,117.3902,288,1,27.1,69.4,2,37,144,2,2,63.6,126,1,2024-02-28,23:27:53,February,Wednesday,23
2024-07-13 15:41:00,1,-27.0315,40.2451,133,0,18.6,79.4,0,14,314,10,0,98.8,109,1,2024-07-13,15:41:00,July,Saturday,15
2024-06-21 04:12:55,6,25.5135,-147.3897,117,2,29.7,63.7,0,17,159,8,2,77.0,106,0,2024-06-21,04:12:55,June,Friday,4
2024-09-29 17:58:30,2,68.4014,-52.0862,428,0,28.4,74.2,0,54,492,1,2,86.2,286,1,2024-09-29,17:58:30,September,Sunday,17
2024-06-05 07:32:41,8,-7.1543,-132.8372,381,1,18.0,53.0,0,25,398,9,3,94.6,100,0,2024-06-05,07:32:41,June,Wednesday,7
2024-12-19 21:28:31,9,-78.2763,151.3943,166,0,22.5,53.8,0,57,442,6,3,72.1,284,1,2024-12-19,21:28:31,December,Thursday,21
2024-04-23 18:51:26,2,33.9665,-46.5423,225,2,26.1,75.8,2,41,286,3,0,72.9,224,1,2024-04-23,18:51:26,April,Tuesday,18
2024-02-17 20:09:25,2,-59.6899,143.0428,364,0,18.8,68.2,1,41,373,1,3,88.7,215,1,2024-02-17,20:09:25,February,Saturday,20
2024-07-21 06:13:04,7,25.7047,150.6302,318,2,25.3,74.6,0,32,486,9,3,68.1,277,0,2024-07-21,06:13:04,July,Sunday,6
2024-04-03 05:24:14,2,15.4009,52.3537,417,2,20.0,61.0,2,54,300,4,1,74.5,156,1,2024-04-03,05:24:14,April,Wednesday,5
2024-10-22 10:43:44,7,-86.7799,-102.1496,180,0,18.5,52.1,0,10,182,5,0,99.0,279,1,2024-10-22,10:43:44,October,Tuesday,10
2024-04-28 12:38:55,8,40.3406,159.0723,134,0,24.1,68.2,2,35,187,6,0,99.9,102,1,2024-04-28,12:38:55,April,Sunday,12
2024-09-28 12:11:17,8,40.4005,-149.1521,237,2,28.1,75.5,1,18,349,2,3,90.5,189,0,2024-09-28,12:11:17,September,Saturday,12
2024-09-09 11:51:15,5,-85.1352,73.2511,259,0,26.6,53.0,0,28,118,4,1,60.2,249,1,2024-09-09,11:51:15,September,Monday,11
2024-10-02 21:49:15,3,-1.28,1.0168,463,2,19.8,54.5,2,12,408,8,1,71.2,229,1,2024-10-02,21:49:15,October,Wednesday,21
2024-05-05 05:42:10,1,45.2617,-152.3952,290,1,23.7,53.5,1,44,237,5,0,85.8,270,0,2024-05-05,05:42:10,May,Sunday,5
2024-05-21 02:33:29,8,-14.7713,-117.3565,345,0,21.3,53.6,0,35,388,4,3,83.5,159,1,2024-05-21,02:33:29,May,Tuesday,2
2024-03-15 22:19:21,6,51.4225,112.3362,165,0,25.6,61.7,1,50,149,10,1,62.6,252,1,2024-03-15,22:19:21,March,Friday,22
2024-02-07 19:45:50,3,-15.2991,-95.0112,259,2,27.0,79.7,2,15,167,9,1,88.6,147,1,2024-02-07,19:45:50,February,Wednesday,19
2024-05-11 05:18:46,7,86.6678,-139.6955,330,1,26.9,62.9,1,47,382,6,3,90.3,115,0,2024-05-11,05:18:46,May,Saturday,5
2024-01-31 05:31:37,5,44.5442,-73.4346,467,1,19.3,62.1,1,39,180,8,0,63.8,145,0,2024-01-31,05:31:37,January,Wednesday,5
2024-11-01 01:28:08,3,-48.4503,-99.9978,329,2,26.7,56.2,1,16,261,9,1,90.7,104,0,2024-11-01,01:28:08,November,Friday,1
2024-03-03 04:17:01,9,-37.3934,31.4093,122,1,22.9,64.0,2,24,409,5,0,99.7,184,1,2024-03-03,04:17:01,March,Sunday,4
2024-03-09 00:10:34,3,34.0712,123.0237,146,2,24.2,69.1,0,58,301,2,2,82.0,238,0,2024-03-09,00:10:34,March,Saturday,0
2024-04-17 17:28:32,1,-21.5633,-12.8487,419,1,26.1,62.0,2,19,484,8,2,96.4,262,1,2024-04-17,17:28:32,April,Wednesday,17
2024-09-21 10:33:05,7,-33.3756,7.8261,143,2,20.1,57.0,1,41,143,9,2,62.1,106,0,2024-09-21,10:33:05,September,Saturday,10
2024-02-11 10:31:50,1,-61.849,-123.7835,445,1,19.8,54.1,0,39,375,2,3,88.3,247,0,2024-02-11,10:31:50,February,Sunday,10
2024-06-15 11:59:39,5,88.5686,-161.7382,450,0,18.7,56.4,1,12,140,8,0,61.9,160,1,2024-06-15,11:59:39,June,Saturday,11
2024-08-09 03:00:34,2,-69.408,-8.1703,451,1,22.5,51.6,1,28,421,6,2,68.8,107,0,2024-08-09,03:00:34,August,Friday,3
2024-07-22 00:56:20,4,-49.1524,14.1164,425,0,22.4,65.9,0,30,452,10,1,91.4,163,1,2024-07-22,00:56:20,July,Monday,0
2024-08-17 07:37:02,8,27.787,8.2288,235,1,25.8,62.6,2,51,171,6,0,87.5,207,1,2024-08-17,07:37:02,August,Saturday,7
2024-12-11 23:47:30,7,-13.8485,119.2071,181,2,29.7,51.8,0,38,388,10,2,92.4,292,0,2024-12-11,23:47:30,December,Wednesday,23
2024-09-12 00:06:39,3,25.5003,-47.5718,370,1,23.5,74.4,2,60,105,1,2,99.5,128,1,2024-09-12,00:06:39,September,Thursday,0
2024-07-08 14:07:29,3,69.4106,61.7368,102,0,25.6,76.0,2,50,444,9,1,88.3,105,1,2024-07-08,14:07:29,July,Monday,14
2024-03-06 13:14:35,3,-6.8964,-35.5418,200,1,18.5,77.7,1,24,158,4,2,82.5,234,0,2024-03-06,13:14:35,March,Wednesday,13
2024-10-30 04:55:27,6,-0.1148,-127.6784,292,2,23.2,68.1,2,41,440,10,0,88.9,160,1,2024-10-30,04:55:27,October,Wednesday,4
2024-10-07 10:54:40,5,-41.4279,178.8694,401,2,28.2,51.0,0,51,327,3,2,85.6,138,0,2024-10-07,10:54:40,October,Monday,10
2024-06-06 22:52:41,3,-0.9333,124.8495,305,0,27.4,50.8,0,34,474,1,0,82.0,226,1,2024-06-06,22:52:41,June,Thursday,22
2024-04-20 00:14:34,3,-58.2175,7.2699,441,2,25.0,75.4,2,58,149,10,1,61.3,247,1,2024-04-20,00:14:34,April,Saturday,0
2024-08-02 00:10:54,2,83.3287,-84.2738,130,0,18.7,67.2,0,47,367,1,1,81.7,131,1,2024-08-02,00:10:54,August,Friday,0
2024-10-03 02:54:03,6,-33.2637,45.4122,265,2,23.4,56.1,1,34,406,6,0,95.0,133,0,2024-10-03,02:54:03,October,Thursday,2
2024-09-23 22:37:49,0,74.3356,112.5528,426,1,26.3,77.7,1,58,373,6,1,93.0,125,0,2024-09-23,22:37:49,September,Monday,22
2024-02-17 16:11:22,6,-53.3015,11.4861,432,2,28.0,65.2,2,35,499,8,3,97.4,110,1,2024-02-17,16:11:22,February,Saturday,16
2024-11-23 04:40:26,2,-22.5519,60.711,406,0,20.9,76.4,1,57,160,9,2,73.3,120,1,2024-11-23,04:40:26,November,Saturday,4
2024-01-11 20:19:14,1,61.697,164.5493,410,2,24.5,62.4,0,40,172,5,2,86.2,225,0,2024-01-11,20:19:14,January,Thursday,20
2024-10-28 02:17:22,5,-75.2867,-163.4,155,2,22.6,77.1,1,13,196,7,2,83.2,168,0,2024-10-28,02:17:22,October,Monday,2
2024-12-26 05:05:12,3,87.1386,-114.968,397,1,23.7,73.5,1,31,266,1,0,92.8,265,0,2024-12-26,05:05:12,December,Thursday,5
2024-03-28 10:24:32,5,51.2486,-41.4882,305,1,28.0,67.8,1,13,455,2,3,80.8,147,0,2024-03-28,10:24:32,March,Thursday,10
2024-04-16 02:44:43,2,-19.8201,2.4374,343,0,26.2,62.4,1,18,166,7,3,62.3,168,1,2024-04-16,02:44:43,April,Tuesday,2
2024-12-08 06:15:28,6,-13.561,-52.5469,342,2,27.6,71.9,1,24,216,2,1,67.5,225,0,2024-12-08,06:15:28,December,Sunday,6
2024-09-05 17:43:56,3,51.4883,105.7445,347,2,29.1,80.0,2,25,256,3,0,69.6,274,1,2024-09-05,17:43:56,September,Thursday,17
2024-02-02 22:24:18,3,21.5738,-95.1501,403,1,29.5,76.6,2,36,379,2,0,66.7,242,1,2024-02-02,22:24:18,February,Friday,22
2024-04-30 18:44:12,9,-31.8174,59.5716,482,0,18.1,76.1,2,54,203,10,1,74.1,112,1,2024-04-30,18:44:12,April,Tuesday,18
2024-05-01 03:13:17,3,-76.0304,112.9276,130,1,21.6,60.9,0,48,479,8,1,83.3,173,0,2024-05-01,03:13:17,May,Wednesday,3
2024-01-10 20:02:28,0,47.5481,-97.4831,465,0,24.0,72.4,2,48,112,8,2,97.1,212,1,2024-01-10,20:02:28,January,Wednesday,20
2024-10-21 11:15:32,2,77.8751,144.04,322,0,26.1,71.9,1,45,339,8,3,97.6,145,1,2024-10-21,11:15:32,October,Monday,11
2024-11-25 02:58:57,0,-56.6674,-50.0426,126,1,20.3,51.2,1,53,486,7,0,97.5,129,0,2024-11-25,02:58:57,November,Monday,2
2024-12-20 08:01:23,3,62.0999,-9.5972,142,2,22.7,66.1,1,59,343,6,0,86.7,256,0,2024-12-20,08:01:23,December,Friday,8
2024-06-29 19:07:17,9,57.9908,-117.5288,444,1,21.6,53.2,1,16,113,2,1,96.1,181,0,2024-06-29,19:07:17,June,Saturday,19
2024-12-13 18:57:55,2,73.1274,-63.9399,100,1,22.4,71.6,1,22,389,4,1,73.4,159,0,2024-12-13,18:57:55,December,Friday,18
2024-11-20 05:25:19,3,-28.6949,-110.5161,227,2,22.6,58.5,1,24,477,10,3,89.0,139,0,2024-11-20,05:25:19,November,Wednesday,5
2024-06-29 09:51:14,3,-28.9152,114.375,416,1,20.7,69.1,1,32,139,6,0,91.7,221,0,2024-06-29,09:51:14,June,Saturday,9
2024-12-22 23:33:57,3,83.9488,131.1197,499,0,25.8,64.0,1,46,295,6,1,87.6,160,1,2024-12-22,23:33:57,December,Sunday,23
2024-06-23 22:08:31,6,52.1635,10.8296,328,1,29.8,53.5,0,54,144,6,3,78.0,158,0,2024-06-23,22:08:31,June,Sunday,22
2024-03-29 05:14:26,0,36.5185,-71.9718,324,1,28.2,56.8,2,10,249,7,2,76.7,298,1,2024-03-29,05:14:26,March,Friday,5
2024-04-03 14:11:16,5,-10.8232,144.0982,401,2,26.3,59.4,2,30,268,7,2,67.6,225,1,2024-04-03,14:11:16,April,Wednesday,14
2024-12-15 14:02:28,0,-37.9195,-99.3768,182,0,22.9,54.4,1,50,135,3,2,98.4,268,1,2024-12-15,14:02:28,December,Sunday,14
2024-08-06 13:23:18,6,-7.2984,-44.5918,264,1,29.5,67.3,2,32,314,8,1,65.9,202,1,2024-08-06,13:23:18,August,Tuesday,13
2024-03-14 02:35:33,8,13.6845,-126.4199,293,1,23.8,62.8,1,19,135,1,0,98.8,291,0,2024-03-14,02:35:33,March,Thursday,2
2024-08-27 00:34:46,1,-70.6428,166.3723,343,2,29.5,59.8,1,35,294,8,2,73.7,256,0,2024-08-27,00:34:46,August,Tuesday,0
2024-04-24 20:50:47,4,-19.3929,-10.2537,103,2,24.8,79.3,2,22,393,9,3,88.6,108,1,2024-04-24,20:50:47,April,Wednesday,20
2024-09-09 21:41:33,9,-32.5141,-170.9566,295,1,23.6,72.8,1,18,327,5,2,92.1,283,0,2024-09-09,21:41:33,September,Monday,21
2024-06-20 13:57:57,1,59.3783,74.9628,300,1,27.4,52.8,1,35,431,10,2,81.2,120,0,2024-06-20,13:57:57,June,Thursday,13
2024-06-02 10:54:33,7,-36.2517,72.4728,108,1,27.9,65.6,2,46,138,4,1,82.7,173,1,2024-06-02,10:54:33,June,Sunday,10
2024-07-09 23:21:47,8,-55.9854,-149.8958,153,0,27.5,69.9,1,24,118,7,3,62.5,237,1,2024-07-09,23:21:47,July,Tuesday,23
2024-07-03 09:52:55,8,27.3259,-116.2066,336,2,22.5,51.6,1,11,446,6,2,70.2,275,0,2024-07-03,09:52:55,July,Wednesday,9
2024-12-09 20:35:02,9,27.7357,-170.5766,211,0,21.7,52.3,1,11,401,9,2,66.2,241,1,2024-12-09,20:35:02,December,Monday,20
2024-03-14 00:55:34,4,23.2023,92.2763,144,1,21.1,58.8,0,35,443,10,0,89.0,141,0,2024-03-14,00:55:34,March,Thursday,0
2024-05-28 06:29:51,1,87.5129,-65.0922,224,0,21.7,78.5,0,20,428,7,2,72.4,287,1,2024-05-28,06:29:51,May,Tuesday,6
2024-11-22 23:49:18,9,81.1975,137.0497,185,2,19.9,66.3,1,59,264,4,2,65.2,177,0,2024-11-22,23:49:18,November,Friday,23
2024-04-21 03:47:52,4,55.919,-39.578,220,2,28.2,55.4,0,10,203,8,3,81.1,281,0,2024-04-21,03:47:52,April,Sunday,3
2024-03-15 07:02:10,5,-15.3314,22.397,236,2,18.3,69.0,0,34,303,2,0,62.6,270,0,2024-03-15,07:02:10,March,Friday,7
2024-03-22 14:12:36,1,-55.3603,79.1276,159,0,29.7,69.6,0,49,227,1,2,62.0,232,1,2024-03-22,14:12:36,March,Friday,14
2024-09-18 16:35:57,6,8.3934,-165.2068,433,0,26.4,69.3,1,25,127,8,2,84.5,125,1,2024-09-18,16:35:57,September,Wednesday,16
2024-11-20 19:12:02,7,27.499,-98.0697,109,2,25.1,76.5,2,16,356,5,2,64.9,127,1,2024-11-20,19:12:02,November,Wednesday,19
2024-04-08 18:13:51,6,14.687,-33.9771,453,2,25.8,78.6,1,21,142,10,0,85.7,180,0,2024-04-08,18:13:51,April,Monday,18
2024-01-13 16:35:47,9,19.3645,-149.4523,169,2,28.6,78.8,2,27,482,4,1,80.5,122,1,2024-01-13,16:35:47,January,Saturday,16
2024-11-11 04:35:37,7,38.0858,-149.297,105,0,23.6,54.4,1,18,364,10,1,76.0,158,1,2024-11-11,04:35:37,November,Monday,4
2024-10-04 16:05:37,9,4.379,97.6354,256,1,29.6,73.7,2,20,309,8,3,83.4,142,1,2024-10-04,16:05:37,October,Friday,16
2024-05-12 21:29:39,8,-28.8542,119.5019,309,1,22.8,52.8,0,19,101,2,0,85.5,242,0,2024-05-12,21:29:39,May,Sunday,21
2024-12-23 04:59:36,9,-17.5843,-151.1609,346,1,26.9,70.6,1,44,192,9,1,76.2,239,0,2024-12-23,04:59:36,December,Monday,4
2024-06-15 00:46:44,4,15.5281,-170.3941,302,0,24.6,60.6,2,30,431,3,2,76.0,127,1,2024-06-15,00:46:44,June,Saturday,0
2024-07-18 17:29:17,4,-83.8983,-128.1642,181,2,24.7,63.4,2,25,107,8,2,71.3,265,1,2024-07-18,17:29:17,July,Thursday,17
2024-02-10 08:40:55,9,-25.4823,169.1921,282,0,21.8,63.6,0,43,370,7,1,69.4,251,1,2024-02-10,08:40:55,February,Saturday,8
2024-09-09 10:46:47,1,-69.493,-118.9742,398,1,26.5,64.8,2,44,387,1,2,90.6,122,1,2024-09-09,10:46:47,September,Monday,10
2024-04-19 08:18:04,0,-8.0714,-158.0304,210,2,24.7,65.0,2,50,185,10,0,84.1,140,1,2024-04-19,08:18:04,April,Friday,8
2024-08-05 18:45:24,9,-59.9919,-162.9143,188,0,22.4,78.0,2,40,372,6,3,98.0,237,1,2024-08-05,18:45:24,August,Monday,18
2024-06-14 18:40:07,3,-47.5239,58.4771,298,0,19.6,76.1,2,22,396,7,2,65.0,230,1,2024-06-14,18:40:07,June,Friday,18
2024-10-18 23:50:28,1,-39.8052,-126.4073,298,0,24.0,63.5,1,25,456,2,2,78.9,147,1,2024-10-18,23:50:28,October,Friday,23
2024-04-28 01:31:58,3,54.0537,-145.9922,326,0,20.0,56.6,1,17,260,6,3,67.5,162,1,2024-04-28,01:31:58,April,Sunday,1
2024-11-11 08:44:54,6,7.0591,46.7188,354,0,18.4,77.5,2,40,262,7,1,68.5,282,1,2024-11-11,08:44:54,November,Monday,8
2024-09-13 10:52:43,4,-50.3633,99.5834,269,2,22.4,63.6,1,54,481,7,1,82.5,183,0,2024-09-13,10:52:43,September,Friday,10
2024-06-14 17:14:20,4,51.9327,-102.4309,475,1,29.3,62.8,0,29,359,9,0,95.1,122,0,2024-06-14,17:14:20,June,Friday,17
2024-01-02 15:30:44,4,-36.487,14.5024,372,0,20.4,57.2,0,29,153,1,3,78.2,221,1,2024-01-02,15:30:44,January,Tuesday,15
2024-10-06 04:58:42,5,27.2654,-34.1042,201,2,26.0,51.5,0,40,429,4,3,87.0,107,0,2024-10-06,04:58:42,October,Sunday,4
2024-06-04 16:47:14,7,15.2159,-55.6814,441,2,25.3,72.9,0,47,152,4,3,67.4,256,0,2024-06-04,16:47:14,June,Tuesday,16
2024-02-02 12:17:02,6,27.4437,43.3224,246,0,25.3,57.4,0,33,298,8,1,70.4,110,1,2024-02-02,12:17:02,February,Friday,12
2024-06-22 07:42:17,1,-58.6928,165.8667,180,0,25.4,50.4,2,32,246,2,0,65.4,203,1,2024-06-22,07:42:17,June,Saturday,7
2024-03-01 14:48:13,9,-38.0737,56.0723,127,0,21.0,54.6,1,13,452,9,0,79.0,299,1,2024-03-01,14:48:13,March,Friday,14
2024-08-19 01:36:00,3,-50.6778,-102.041,246,0,20.8,79.2,2,55,325,2,2,80.5,271,1,2024-08-19,01:36:00,August,Monday,1
2024-11-17 02:22:02,2,-88.776,-125.1628,470,1,21.5,51.0,2,59,293,7,0,86.6,113,1,2024-11-17,02:22:02,November,Sunday,2
2024-07-29 00:17:00,8,69.691,148.6549,386,0,25.9,71.6,0,36,193,10,3,72.0,299,1,2024-07-29,00:17:00,July,Monday,0
2024-05-17 21:00:51,8,-82.2616,-141.825,325,2,26.2,64.3,0,31,491,7,0,60.7,290,0,2024-05-17,21:00:51,May,Friday,21
2024-03-11 20:09:54,0,2.7286,-99.5442,432,2,25.9,65.8,0,42,265,8,2,86.8,140,0,2024-03-11,20:09:54,March,Monday,20
2024-07-18 05:42:03,7,84.2498,-60.8861,273,0,20.2,72.2,0,19,115,5,2,68.8,238,1,2024-07-18,05:42:03,July,Thursday,5
2024-11-13 11:31:44,4,8.7621,-2.9218,492,1,21.6,78.3,0,58,122,9,2,61.2,202,0,2024-11-13,11:31:44,November,Wednesday,11
2024-01-01 11:37:57,4,-59.0753,68.4886,303,2,24.6,68.6,1,50,213,6,0,97.1,297,0,2024-01-01,11:37:57,January,Monday,11
2024-10-07 18:21:07,6,5.7218,-96.5806,270,2,28.1,73.6,0,57,283,2,0,92.3,122,0,2024-10-07,18:21:07,October,Monday,18
2024-07-16 16:39:04,4,-38.3158,-38.3257,382,1,21.6,50.5,1,31,160,8,3,94.8,261,0,2024-07-16,16:39:04,July,Tuesday,16
2024-04-13 17:33:52,4,-87.4042,-127.3269,197,1,23.3,53.5,2,41,259,9,3,91.3,211,1,2024-04-13,17:33:52,April,Saturday,17
2024-08-11 02:18:19,9,-77.3648,30.9744,368,2,25.0,60.7,0,37,382,5,3,82.8,225,0,2024-08-11,02:18:19,August,Sunday,2
2024-01-19 00:15:26,7,-73.0477,124.7969,223,2,19.5,55.6,0,23,154,4,3,62.9,217,0,2024-01-19,00:15:26,January,Friday,0
2024-12-26 03:50:18,7,-27.576,-111.3158,340,0,25.9,75.3,1,18,424,7,3,67.3,287,1,2024-12-26,03:50:18,December,Thursday,3
2024-01-10 12:44:17,1,49.9465,-30.0236,355,1,20.2,51.3,0,49,323,4,0,72.6,100,0,2024-01-10,12:44:17,January,Wednesday,12
2024-10-23 13:13:06,2,-50.6856,-9.6236,158,2,26.6,63.8,2,51,199,4,2,84.8,114,1,2024-10-23,13:13:06,October,Wednesday,13
2024-07-31 19:53:22,1,84.1122,-87.899,126,0,25.1,58.0,1,47,291,7,1,92.3,123,1,2024-07-31,19:53:22,July,Wednesday,19
2024-08-05 22:26:07,8,49.9197,79.4653,309,2,20.6,77.3,0,60,177,5,3,69.2,271,0,2024-08-05,22:26:07,August,Monday,22
2024-02-14 00:45:03,1,-44.6254,44.0876,171,0,22.6,69.9,1,26,104,2,3,88.1,132,1,2024-02-14,00:45:03,February,Wednesday,0
2024-12-14 00:45:10,6,-57.3005,-23.6888,403,2,29.6,63.0,0,12,197,4,2,83.8,228,0,2024-12-14,00:45:10,December,Saturday,0
2024-07-16 08:12:29,6,-47.5698,-81.3143,181,1,25.9,69.1,2,44,264,9,0,69.9,223,1,2024-07-16,08:12:29,July,Tuesday,8
2024-12-08 09:52:23,7,-80.2675,-80.5726,472,0,23.0,68.0,2,34,365,3,1,87.8,294,1,2024-12-08,09:52:23,December,Sunday,9
2024-05-08 01:51:55,8,-70.3213,-61.9179,171,1,25.5,51.1,1,43,114,1,3,92.5,149,0,2024-05-08,01:51:55,May,Wednesday,1
2024-07-20 13:33:43,6,48.2512,-106.6383,204,0,19.2,58.0,2,50,465,8,3,85.2,133,1,2024-07-20,13:33:43,July,Saturday,13
2024-10-24 14:59:52,4,-74.6749,-159.7164,254,2,26.7,51.3,1,11,378,8,2,90.6,208,0,2024-10-24,14:59:52,October,Thursday,14
2024-11-23 10:56:55,4,-46.0132,-8.5335,100,0,21.0,71.2,0,19,315,9,3,82.2,100,1,2024-11-23,10:56:55,November,Saturday,10
2024-04-18 08:51:00,0,9.3294,-71.5299,211,1,23.7,66.7,2,36,149,1,0,60.7,256,1,2024-04-18,08:51:00,April,Thursday,8
2024-08-11 04:43:30,9,5.0095,-113.8279,145,0,18.2,62.2,2,56,430,5,1,86.7,260,1,2024-08-11,04:43:30,August,Sunday,4
2024-10-09 13:29:04,6,-70.8094,75.1094,244,1,21.3,79.4,2,22,312,9,2,63.5,171,1,2024-10-09,13:29:04,October,Wednesday,13
2024-12-21 15:26:10,0,-43.2472,163.3821,104,1,29.4,59.1,1,58,229,3,3,82.9,283,0,2024-12-21,15:26:10,December,Saturday,15
2024-01-21 23:13:40,5,28.1016,167.1982,356,2,18.4,75.2,0,32,291,6,2,90.7,206,0,2024-01-21,23:13:40,January,Sunday,23
2024-03-28 07:50:45,4,-56.2187,27.6037,114,2,26.8,62.1,2,55,334,6,2,85.2,202,1,2024-03-28,07:50:45,March,Thursday,7
2024-12-02 10:52:06,6,65.0538,-146.3887,404,1,19.0,76.2,2,54,230,4,2,83.7,171,1,2024-12-02,10:52:06,December,Monday,10
2024-12-30 20:21:58,5,-30.299,153.4529,500,1,21.7,56.2,1,20,381,10,0,90.7,222,0,2024-12-30,20:21:58,December,Monday,20
2024-09-12 11:42:11,5,72.7626,105.821,375,0,23.0,76.3,1,49,131,4,2,87.8,137,1,2024-09-12,11:42:11,September,Thursday,11
2024-10-24 23:03:49,8,61.8446,115.5236,361,2,22.3,66.8,2,60,157,4,1,79.8,247,1,2024-10-24,23:03:49,October,Thursday,23
2024-03-07 21:52:21,3,-31.1792,-46.048,239,0,26.6,51.6,1,33,333,2,1,95.1,277,1,2024-03-07,21:52:21,March,Thursday,21
